Part_Number,Supplier,Description,Supplier_Location_Code,Added,Last_Modification,,,,,
P210236B-FJAAAD,DIGI-KEY,CAP,CERM,1NF,5%,25V,402,80034477,default,
P210236B-FJAAAD,TAIYO YUDEN,CAP,CERM,1NF,5%,25V,402,80034477,default,
P210236B-FJAAAD,TDK CORPORATION,CAP,CERM,1NF,5%,25V,402,80034477,default,
P210236C-FJAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 1NF,5%,25V,C0G,,80004891,default,,
P210238B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 1NF,20%,25V,X7,80004846,default,,,
P210247B-FJAAAB,MURATA MANUFACTURING CO LTD,CAP-CERM 1NF,10%,50V,C0,80004846,default,,,
P210247B-FKAAAA,ARCADIA COMPONENTS, LLC,CAP.X7R 0603 T4 1NF 10%,80004891,default,,,,,
P210247B-FKAAAA,KAMAYA INC.,CAP.X7R 0603 T4 1NF 10%,80004869,default,,,,,,
P210247B-FKAAAA,KEMET CORPORATION,CAP,CERM,1NF,10%,50V,60,80004891,default,
P210247B-FKAAAD,KAMAYA INC.,CAP CER X7R 1NF 10% 0402,80004869,default,,,,,,
P210247B-FKAAAD,KEMET CORPORATION,CAP,CERM,1NF,10%,50V,40,80004891,default,
P210247B-FKAAAD,TAIYO YUDEN,CAP,CERM,1NF,10%,50V,40,80004891,default,
P210247B-FKAAAD,TTI,CAP CER X7R 1NF 10% 0402,80004891,default,,,,,,
P210247B-FKAFAD,MOUSER ELECTRONICS,CAP-CERM 1NF,10%,50V,X7,80004838,default,,,
P210247B-FKAFAD,TDK CORPORATION,CAP-CERM 1NF,10%,50V,X7,80004838,default,,,
P210247D-FKA001,HARD TO FIND INTERNATIONAL,CAP-CERM 1NF,10%,50V,X7,80004846,default,,,
P210247D-FKAF01,MURATA MANUFACTURING CO LTD,CAP-CERM 1NF,10%,50V,X7R,80004846,default,,,
P210247D-FKAF01,TTI,CAP-CERM 1NF,10%,50V,X7R,80004846,default,,,
P210248B-FKACAF,AVX KYOCERA,CAP.ARR 4X0603 X7R T4,80004913,default,,,,,,
P210248D-FKA001,MURATA MANUFACTURING CO LTD,CAP-CERM 1NF,20%,50V,X7,80004891,default,,,
P210266B-FJAAAA,KAMAYA INC.,CAP-CERM 1NF,5%,100V,C0G,80004869,default,,,
P210266B-FJAAAA,KEMET CORPORATION,CAP-CERM 1NF,5%,100V,C0G,80004891,default,,,
P210266B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 1NF,5%,100V,C0G,80004891,default,,,
P210267B-FKAAAA,AGS DEVICES CO,CAP-CERM 1NF,10%,100V,X,80004891,default,,,
P210267B-FKAAAA,ARCADIA COMPONENTS, LLC,CAP-CERM 1NF,10%,100V,X,80004891,default,,
P210267B-FKAAAA,KAMAYA INC.,CAP-CERM 1NF,10%,100V,X,80004869,default,,,
P210267B-FKAAAA,KEMET CORPORATION,CAP-CERM 1NF,10%,100V,X,80004891,default,,,
P210267B-FKAAAA,TTI,CAP-CERM 1NF,10%,100V,X,80004846,default,,,
P210267B-FKAAAB,KAMAYA INC.,CAP.X7R 0805 T4 1NF 10%,80004869,default,,,,,,
P210267B-FKAAAB,MURATA MANUFACTURING CO LTD,HONDA MDX,CERM,1NF,10%,1,80004846,default,,
P210268B-FJA003,AGS DEVICES CO,CAP,CERM,1NF,20%,100V,8,80004891,default,
P210268B-FJA003,KEMET CORPORATION,CAP,CERM,1NF,20%,100V,8,80004891,default,
P210268B-FJA005,KEMET CORPORATION,CAP,CERM,1NF,20%,100V,8,80004891,default,
P210278B-FKAAAB,KAMAYA INC.,CAP,CERM,1NF,20%,200V,8,80004869,default,
P210278B-FKAAAB,KEMET CORPORATION,CAP,CERM,1NF,20%,200V,8,80004891,default,
P210278B-FKAX00,KEMET CORPORATION,B299 MCA 1NF,20%,200V,X7,80004891,default,,,
P210336B-FKAAAA,AGS DEVICES CO,CAP,CERM,10NF,5%,25V,60,80004891,default,
P210336B-FKAAAA,ARCADIA COMPONENTS, LLC,CAP,CERM,10NF,5%,25V,60,80004891,default
P210336B-FKAAAA,KAMAYA INC.,CAP,CERM,10NF,5%,25V,60,80004869,default,
P210336B-FKAAAA,KEMET CORPORATION,CAP,CERM,10NF,5%,25V,60,80004891,default,
P210336B-FKAAAA,TDK CORPORATION,CAP,CERM,10NF,5%,25V,60,80004888,default,
P210336B-FKAAAA,TTI,CAP,CERM,10NF,5%,25V,60,80004846,default,
P210337B-FKAAAA,KAMAYA INC.,CAP,CERM,10NF,10%,25V,6,80004869,default,
P210337B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,25V,6,80004846,default,
P210337B-FKAAAD,KAMAYA INC.,CAP CER X7R 10NF 10% 040,80004869,default,,,,,,
P210337B-FKAAAD,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,25V,4,80004891,default,
P210337B-FKAAAD,TAIYO YUDEN,CAP,CERM,10NF,10%,25V,4,80034477,default,
P210337C-FKAAAD,TAIYO YUDEN,CAP-CERM 10NF,10%,25V,X,80034477,default,,,
P210338B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 10NF,20%,25V,X7,80004846,default,,,
P210346B-FJAAAB,KEMET CORPORATION,CAP,CERM,10NF,5%,50V,80,80004891,default,
P210347B-FKA001,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,50V,6,80004846,default,
P210347B-FKAAAA,KAMAYA INC.,CAP CER X7R 10NF 10% 060,80004846,default,,,,,,
P210347B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,50V,6,80004846,default,
P210347B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,50V,8,80004846,default,
P210347B-FKAAAD,MURATA MANUFACTURING CO LTD,CAP-CERM 10NF,10%,50V,X7,80034477,default,,,
P210347B-FKAAAD,TAIYO YUDEN,CAP-CERM 10NF,10%,50V,X7,80034477,default,,,
P210347B-FKAAAD,TTI,CAP-CERM 10NF,10%,50V,X7,80034477,default,,,
P210347B-FKAFAA,KAMAYA INC.,CAP-CERM 10NF,10%,50V,X,80004891,default,,,
P210347B-FKAFAA,KEMET CORPORATION,CAP-CERM 10NF,10%,50V,X,80004891,default,,,
P210347D-FKAA04,MURATA MANUFACTURING CO LTD,CAP-CERM 10NF,10%,50V,X7,80004846,default,,,
P210348B-FKAAAA,KAMAYA INC.,CAP,10NF,20%, 100V,60,80004846,default,,
P210348B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,10NF,20%, 100V,60,80004846,default,,
P210348B-FKAAAB,MURATA MANUFACTURING CO LTD,TESLA CAP,CERM,10NF,20%,,80004846,default,,
P210348B-FKAFAA,AVX KYOCERA,CAP-CERM 10NF,20%,50V,X,80004913,default,,,
P210348B-FKAFAA,KEMET CORPORATION,CAP-CERM 10NF,20%,50V,X,80004891,default,,,
P210367B-FKAAAA,AGS DEVICES CO,CAP,CERM,10NF,10%,100V,X,80004891,default,
P210367B-FKAAAA,ARCADIA COMPONENTS, LLC,CAP,CERM,10NF,10%,100V,X,80004891,default
P210367B-FKAAAA,KAMAYA INC.,CAP,CERM,10NF,10%,100V,X,80004891,default,
P210367B-FKAAAA,KEMET CORPORATION,CAP,CERM,10NF,10%,100V,X,80004891,default,
P210367B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,100V,X,80004891,default,
P210367B-FKAAAB,AVX KYOCERA,CAP CER X7R 10NF 10% 080,80004913,default,,,,,,
P210367B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,10%,100V,0,80004913,default,
P210367B-FKAAAF,AGS DEVICES CO,TESLA CAP,CERM,10NF,10%,,80004891,default,,
P210367B-FKAAAF,ARCADIA COMPONENTS, LLC,TESLA CAP,CERM,10NF,10%,,80004891,default,
P210367B-FKAAAF,KEMET CORPORATION,TESLA CAP,CERM,10NF,10%,,80004891,default,,
P210367B-FKAFAA,AGS DEVICES CO,TESLA CAP10NF,10%,100V,X,80004891,default,,,
P210367B-FKAFAA,ARCADIA COMPONENTS, LLC,TESLA CAP10NF,10%,100V,X,80004891,default,,
P210367B-FKAFAA,AVX KYOCERA,TESLA CAP10NF,10%,100V,X,80004891,default,,,
P210367B-FKAFAA,KEMET CORPORATION,TESLA CAP10NF,10%,100V,X,80004891,default,,,
P210367B-FKAFAA,MOUSER ELECTRONICS,TESLA CAP10NF,10%,100V,X,80004891,default,,,
P210367B-FKAFAB,AVX KYOCERA,B299, HONDA DI CAP,CERM,,80004913,default,,,
P210368B-FKA003,KEMET CORPORATION,CAP,CERM,10NF,20%,100V,0,80004891,default,
P210368B-FKAAAA,AVX KYOCERA,CAP,CERM,10NF,20%,100V,0,80004913,default,
P210368B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,20%,100V,0,80004913,default,
P210368B-FKAAAB,AGS DEVICES CO,CAP,CERM,10NF,20%,100V,0,80004891,default,
P210368B-FKAAAB,KEMET CORPORATION,CAP,CERM,10NF,20%,100V,0,80004891,default,
P210368B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,10NF,20%,100V,0,80004891,default,
P210368B-FKACAF,AVX KYOCERA,CAP,CERM,10NF,20%,100V,1,80004913,default,
P210377B-FKAAAB,AGS DEVICES CO,TESLA, CERM,10NF,10%,200,80004891,default,,
P210377B-FKAAAB,ARCADIA COMPONENTS, LLC,TESLA, CERM,10NF,10%,200,80004891,default,
P210377B-FKAAAB,KEMET CORPORATION,TESLA, CERM,10NF,10%,200,80004891,default,,
P210378B-FKA001,AGS DEVICES CO,TESLA CERM10NF,20%,200V,,80004891,default,,,
P210378B-FKA001,KEMET CORPORATION,TESLA CERM10NF,20%,200V,,80004891,default,,,
P210378B-FKAAAB,AGS DEVICES CO,CAP-CERM 10NF,20%,200V,X,80004891,default,,,
P210378B-FKAAAB,KAMAYA INC.,CAP-CERM 10NF,20%,200V,X,80004891,default,,,
P210378B-FKAAAB,KEMET CORPORATION,CAP-CERM 10NF,20%,200V,X,80004891,default,,,
P210378B-FKAX00,AVX KYOCERA,CAP-CERM 10NF,20%,200V,,80004891,default,,,
P210378B-FKAX00,KEMET CORPORATION,CAP-CERM 10NF,20%,200V,,80004891,default,,,
P210378B-FKAX00,TAIYO YUDEN,CAP-CERM 10NF,20%,200V,,80034477,default,,,
P210378B-FKAX00,VAL TECHNOLOGIES, INC,CAP-CERM 10NF,20%,200V,,80004891,default,,
P210417B-FKAAAD,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,10V,,80004846,default,,,
P210417B-FKEAAD,MURATA MANUFACTURING CO LTD,CAP,CERM,100NF,10%,10V,0,80004846,default,
P210427B-FKAAAA,KAMAYA INC.,CAP CER X7R 100NF 10% 06,80004846,default,,,,,,
P210427B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,100NF,10%,16V,0,80004846,default,
P210427B-FKAAAD,ALLIANCE ELECTRONICS DISTRIBUTOR, INC.,CAP,CERM,100NF,10%,16V,0,80004869,default
P210427B-FKAAAD,DIGI-KEY,CAP CER X5R 100NF 10% 04,80004869,default,,,,,,
P210427B-FKAAAD,MURATA MANUFACTURING CO LTD,CAP CER X5R 100NF 10% 04,80004846,default,,,,,,
P210427B-FKAAAD,TAIYO YUDEN,CAP,CERM,100NF,10%,16V,0,80034477,default,
P210427B-FKAFAA,KEMET CORPORATION,CAP-CERM 100NF,10%,16V,X,80004891,default,,,
P210427C-FKAAAA,KAMAYA INC.,CAP-CERM 100NF,10%,16V,X,80004846,default,,,
P210427C-FKAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,16V,X,80004846,default,,,
P210427C-FKAAAD,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,16V,,80034477,default,,,
P210427C-FKAAAD,TAIYO YUDEN,CAP-CERM 100NF,10%,16V,,80034477,default,,,
P210427D-FKAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,16V,,80004846,default,,,
P210428B-FKAAAA,KAMAYA INC.,CAP,CERM,100NF,20%,16V,0,80004846,default,
P210428B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,100NF,20%,16V,0,80004846,default,
P210428B-FKACAF,AVX KYOCERA,S197,CD4 CAP-CERM 100NF,80004913,default,,,,,
P210438B-FKAAAB,KAMAYA INC.,CAP,CERM,100NF,20%,25V,0,80004846,default,
P210438B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,100NF,20%,25V,0,80004846,default,
P210447B-FKAAAA,AGS DEVICES CO,CAP CER X7R 100N 50V 10%,80004891,default,,,,,,
P210447B-FKAAAA,AVX KYOCERA,CAP,CERM,100NF,10%,50V,0,80004913,default,
P210447B-FKAAAA,KAMAYA INC.,CAP CER X7R 100N 50V 10%,80004846,default,,,,,,
P210447B-FKAAAA,KEMET CORPORATION,CAP,CERM,100NF,10%,50V,0,80004891,default,
P210447B-FKAAAB,KAMAYA INC.,CAP CER X7R 100NF 10% 08,80004846,default,,,,,,
P210447B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,100NF,10%,50V,0,80004846,default,
P210447B-FKAAAD,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,50V,X,80004846,default,,,
P210447B-FKAFAB,AVX KYOCERA,CAP,CERM,100NF,10%,50V,0,80004913,default,
P210447B-FKAFAB,KAMAYA INC.,CAP-CERM 100NF,10%,50V,,80004913,default,,,
P210447B-FKAFAB,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,50V,,80004913,default,,,
P210447B-FKAFBA,AGS DEVICES CO,CAP-CERM 100NF,10%,50V,,80004891,default,,,
P210447B-FKAFBA,ARCADIA COMPONENTS, LLC,CAP-CERM 100NF,10%,50V,,80004891,default,,
P210447B-FKAFBA,ARROW ELECTRONICS INC,CAP-CERM 100NF,10%,50V,,80004891,default,,,
P210447B-FKAFBA,AVX KYOCERA,CAP-CERM 100NF,10%,50V,,80004891,default,,,
P210447B-FKAFBA,DIGI-KEY,CAP-CERM 100NF,10%,50V,,80004891,default,,,
P210447B-FKAFBA,HARD TO FIND INTERNATIONAL,CAP-CERM 100NF,10%,50V,,80004891,default,,,
P210447B-FKAFBA,KAMAYA INC.,CAP-CERM 100NF,10%,50V,,80004891,default,,,
P210447B-FKAFBA,KEMET CORPORATION,CAP-CERM 100NF,10%,50V,,80004891,default,,,
P210447B-FKAFBA,MOUSER ELECTRONICS,CAP-CERM 100NF,10%,50V,,80004891,default,,,
P210447B-FKAFBA,TAIYO YUDEN,CAP-CERM 100NF,10%,50V,,80034477,default,,,
P210447C-FKAAAA,AGS DEVICES CO,CAP-CERM 100NF,10%,50V,X,80004891,default,,,
P210447C-FKAAAA,ARCADIA COMPONENTS, LLC,CAP-CERM 100NF,10%,50V,X,80004891,default,,
P210447C-FKAAAA,AVX KYOCERA,CAP-CERM 100NF,10%,50V,X,80004891,default,,,
P210447C-FKAAAA,KAMAYA INC.,CAP-CERM 100NF,10%,50V,X,80004891,default,,,
P210447C-FKAAAA,KEMET CORPORATION,CAP-CERM 100NF,10%,50V,X,80004891,default,,,
P210448B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP,CERM,100NF,20%,50V,0,80004846,default,
P210448B-FKAFAD,SAMSUNG,CAP-CERM 100NF,20%,50V,,80004838,default,,,
P210448B-FKAFAD,TDK CORPORATION,CAP-CERM 100NF,20%,50V,,80004838,default,,,
P210448B-FKAFAD,VAL TECHNOLOGIES, INC,CAP-CERM 100NF,20%,50V,,80004838,default,,
P210467B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,100V,80004846,default,,,,
P210467B-FKAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,100V,80004846,default,,,,
P210467B-FKAAAA,TAIYO YUDEN,CAP-CERM 100NF,10%,100V,80034477,default,,,,
P210467B-FKAAAB,AGS DEVICES CO,CAP.X7R 0805 T4 100NF,80004891,default,,,,,,
P210467B-FKAAAB,CHIP ONE EXCHANGE,CAP.X7R 0805 T4 100NF,80004891,default,,,,,,
P210467B-FKAAAB,KAMAYA INC.,CAP.X7R 0805 T4 100NF,80004891,default,,,,,,
P210467B-FKAAAB,KEMET CORPORATION,CAP,CERM,100NF,10%,100V,,80004891,default,
P210467B-FKAFAA,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,100V,,80004846,default,,,
P210467B-FKAFAF,AVX KYOCERA,CAP-CERM ,,,,,,80004913,default,
P210467B-FKAFBA,TAIYO YUDEN,CAP-CERM 100NF,10%,100V,,80034477,default,,,
P210467D-FKA001,VAL TECHNOLOGIES, INC,CAP-CERM 100NF,10%,100V,80004846,default,,,
P210467D-FKAF02,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,100V,,80004846,default,,,
P210468B-FKAAAF,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,20%,100V,80004846,default,,,,
P210468C-FKAAAF,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,20%,100V,,80004891,default,,,
P210468D-FKA001,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,20%,100V,80004846,default,,,,
P210517B-FKA001,TAIYO YUDEN,CAP-CERM 1UF,10%,10V,X7R,80034477,default,,,
P210517B-FKAAAA,ARCADIA COMPONENTS, LLC,CAP-CERM 1UF,10%,10V,X7R,80034477,default,,
P210517B-FKAAAA,DIGI-KEY,CAP-CERM 1UF,10%,10V,X7R,80034477,default,,,
P210517B-FKAAAA,TAIYO YUDEN,CAP-CERM 1UF,10%,10V,X7R,80034477,default,,,
P210517B-FKAAAA,TDK CORPORATION,CAP-CERM 1UF,10%,10V,X7R,80034477,default,,,
P210517B-FKAAAB,TAIYO YUDEN,CAP,CERM,1UF,10%,10V,80,80034477,default,
P210517B-FKAAAB,TDK CORPORATION,CAP,CERM,1UF,10%,10V,80,80034477,default,
P210517B-FKDAAD,TAIYO YUDEN,CAP-CERM 1UF,10%,10V,X6S,80034477,default,,,
P210517B-FKEAAA,MURATA MANUFACTURING CO LTD,CAP,CERM,1UF,10%,10V,60,80034477,default,
P210517B-FKEAAA,TAIYO YUDEN,CAP,CERM,1UF,10%,10V,60,80034477,default,
P210517B-FKFA01,CHIP ONE EXCHANGE,CAP-CERM 1UF,10%,10V,X7S,80004891,default,,,
P210527B-FKA002,DIGI-KEY,CAP-CERM 1UF,10%,16V,X7R,80004869,default,,,
P210527B-FKAAAB,DIGI-KEY,CAP CER X7R 1UF 10% 0805,80034477,default,,,,,,
P210527B-FKAAAB,TAIYO YUDEN,CAP,CERM,1UF,10%,16V,80,80034477,default,
P210527B-FKAAAB,TDK CORPORATION,CAP,CERM,1UF,10%,16V,80,80034477,default,
P210527B-FKAABA,DIGI-KEY,CAP.X7R 0603 T4 1UF,80004838,default,,,,,,
P210527B-FKAABA,TAIYO YUDEN,CAP-CERM 1UF,10%,16V,X7R,80034477,default,,,
P210527B-FKAABA,TDK CORPORATION,CAP-CERM 1UF,10%,16V,X7R,80004838,default,,,
P210527B-FKAFAF,ARCADIA COMPONENTS, LLC,CAP-CERM 1UF,10%,16V,X7R,80004891,default,,
P210527B-FKAFAF,DIGI-KEY,CAP-CERM 1UF,10%,16V,X7R,80004891,default,,,
P210527B-FKAFAF,KEMET CORPORATION,CAP-CERM 1UF,10%,16V,X7R,80004891,default,,,
P210527B-FKAFAF,VAL TECHNOLOGIES, INC,CAP-CERM 1UF,10%,16V,X7R,80004891,default,,
P210527B-FKEA01,MOUSER ELECTRONICS,CAP-CERM 1UF,10%,16V,X5,80034477,default,,,
P210527B-FKEA01,TAIYO YUDEN,CAP-CERM 1UF,10%,16V,X5,80034477,default,,,
P210527B-FKEAAA,TAIYO YUDEN,CAP-CERM 1UF,10%,16V,X5R,80034477,default,,,
P210527B-FKEAAA,TDK CORPORATION,CAP-CERM 1UF,10%,16V,X5R,80034477,default,,,
P210537B-FKAAAA,ARCADIA COMPONENTS, LLC,CAP-CERM 1UF,10%,25V,X7,80034477,default,,
P210537B-FKAAAA,TAIYO YUDEN,CAP-CERM 1UF,10%,25V,X7,80034477,default,,,
P210537B-FKAAAA,VAL TECHNOLOGIES, INC,CAP-CERM 1UF,10%,25V,X7,80034477,default,,
P210537B-FKAABB,MURATA MANUFACTURING CO LTD,P552 CAP-CERM 1UF10%,25V,80034477,default,,,,,
P210537B-FKAABB,TAIYO YUDEN,P552 CAP-CERM 1UF10%,25V,80034477,default,,,,,
P210537B-FKAFAA,TAIYO YUDEN,CAP-CERM 1UF,10%,25V,X7R,80034477,default,,,
P210547B-FKAABF,TAIYO YUDEN,CAP,CERM,1UF,10%,50V,120,80034477,default,
P210547B-FKAABF,TDK CORPORATION,CAP,CERM,1UF,10%,50V,120,80034477,default,
P210547B-FKAFBF,MURATA MANUFACTURING CO LTD,CAP FLEX X7R 1206 T4 1UF,80004846,default,,,,,,
P210547B-FKAFBF,TAIYO YUDEN,CAP-CERM 1UF,10%,50V,X7,80034477,default,,,
P210547B-FKAFBF,TDK CORPORATION,CAP-CERM 1UF,10%,50V,X7,80004888,default,,,
P210547D-FKA001,VAL TECHNOLOGIES, INC,CAP-CERM 1UF,10%,50V,X7,80030809,default,,
P210547D-FKAF01,MURATA MANUFACTURING CO LTD,CAP-CERM 1UF,10%,50V,X7R,80004846,default,,,
P210557B-FKAAAB,TAIYO YUDEN,CAP-CERM 1UF,10%,35V,X7R,80034477,default,,,
P210567B-FKAFBF,TAIYO YUDEN,CAP-CERM 1UF,10%,100V,X7,80034477,default,,,
P210607B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP CER X7R 10UF 0805,80004846,default,,,,,,
P210607B-FKAAAB,TAIYO YUDEN,CAP-CERM 10UF,10%,6.3V,X,80034477,default,,,
P210607B-FKAAAB,VAL TECHNOLOGIES, INC,CAP CER X7R 10UF 0805,80030809,default,,,,,
P210608B-FKGABA,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,20%,6.3V,X,80004846,default,,,
P210608B-FKGABA,VAL TECHNOLOGIES, INC,CAP-CERM 10UF,20%,6.3V,X,80030809,default,,
P210617B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,10%,10V,X,80004846,default,,,
P210617B-FKAAAB,VAL TECHNOLOGIES, INC,CAP-CERM 10UF,10%,10V,X,80004846,default,,
P210617B-FKAABF,SAMSUNG,CAP-CERM 10UF,10%,10V,X,80004838,default,,,
P210617B-FKAABF,TAIYO YUDEN,CAP,CERM,10UF,10%,10V,12,80034477,default,
P210617B-FKAABF,TDK CORPORATION,CAP-CERM 10UF,10%,10V,X,80004888,default,,,
P210617B-FKAFBF,TAIYO YUDEN,CAP-CERM 10UF,10%,10V,X,80034477,default,,,
P210618B-FKAAAB,AGS DEVICES CO,CAP-CERM 10UF,20%,10V,X,80004846,default,,,
P210618B-FKAAAB,ARCADIA COMPONENTS, LLC,CAP-CERM 10UF,20%,10V,X,80004846,default,,
P210618B-FKAAAB,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,20%,10V,X,80004846,default,,,
P210627B-FKAABF,ARCADIA COMPONENTS, LLC,CAP-CERM 10UF,10%,16V,X7,80034477,default,,
P210627B-FKAABF,DIGI-KEY,CAP-CERM 10UF,10%,16V,X7,80034477,default,,,
P210627B-FKAABF,TAIYO YUDEN,CAP-CERM 10UF,10%,16V,X7,80034477,default,,,
P210627B-FKAABF,TDK CORPORATION,CAP-CERM 10UF,10%,16V,X7,80034477,default,,,
P210627B-FKFABB,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,10%,16V,X7,80004846,default,,,
P210637B-FKA001,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,10%,25V,X,80004846,default,,,
P210637B-FKFAAF,CHIP ONE EXCHANGE,CAP-CERM 10UF,10%,25V,X,80004846,default,,,
P210637B-FKFAAF,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,10%,25V,X,80004846,default,,,
P210637B-FKFFBF,TAIYO YUDEN,CAP-CERM 10UF,10%,25V,X7,80034477,default,,,
P210638B-FKAABJ,TAIYO YUDEN,CAP,CERM,10UF,20%,25V,12,80034477,default,
P210638B-FKAFBJ,CONVERGE,CAP-CERM 10UF,20%,25V,X,80034477,default,,,
P210638B-FKAFBJ,DIGI-KEY,CAP-CERM 10UF,20%,25V,X,80034477,default,,,
P210638B-FKAFBJ,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,20%,25V,X,80034477,default,,,
P210638B-FKAFBJ,TAIYO YUDEN,CAP-CERM 10UF,20%,25V,X,80034477,default,,,
P210638B-FKAFBJ,VAL TECHNOLOGIES, INC,CAP-CERM 10UF,20%,25V,X,80034477,default,,
P210647B-FKEABF,TDK CORPORATION,CAP-CERM 10UF,10%,50V,X,80004838,default,,,
P210942B-FJAAAD,ARROW ELECTRONICS INC,CAP CER COG 1PF 0.25PF 0,80000435,default,,,,,,
P212043B-FJAA00,VAL TECHNOLOGIES, INC,CAP-CERM 12PF,1%,50V,COG,80030809,default,,
P212043D-FJAAAC,MURATA MANUFACTURING CO LTD,CAP-CERM 12PF,1%,50V,CO,80004846,default,,,
P212046B-FJAAAA,AGS DEVICES CO,CAP-CERM 12PF,5%,50V,C0,80004891,default,,,
P212046B-FJAAAA,CHIP ONE EXCHANGE,CAP-CERM 12PF,5%,50V,C0,80004891,default,,,
P212046B-FJAAAA,KEMET CORPORATION,CAP-CERM 12PF,5%,50V,C0,80004891,default,,,
P212046B-FJAAAD,KEMET CORPORATION,CAP,CERM,12PF,5%,50V,40,80004891,default,
P212046B-FJAAAD,MURATA MANUFACTURING CO LTD,CAP,CERM,12PF,5%,50V,40,80004891,default,
P212146B-FJAAAA,KEMET CORPORATION,CAP-CERM 120PF,5%,50V,C0,80004891,default,,,
P212146B-FJAAAD,MOUSER ELECTRONICS,CAP-CERM 120PF,5%,50V,C,80034477,default,,,
P212146B-FJAAAD,TAIYO YUDEN,CAP-CERM 120PF,5%,50V,C,80034477,default,,,
P212147B-FJAAAA,AVX KYOCERA,CAP-CERM 120PF,10%,50V,,80004913,default,,,
P212347B-FKAAAD,MURATA MANUFACTURING CO LTD,CAP-CERM 12NF,10%,50V,X,80004846,default,,,
P21294AB-FJAAAD,KEMET CORPORATION,CAP-CERM 1.2PF,8.30%,50V,80004891,default,,,,
P21294AB-FJAAAD,MOUSER ELECTRONICS,CAP-CERM 1.2PF,8.30%,50V,80004891,default,,,,
P215044D-FJA001,MOUSER ELECTRONICS,CAP 15PF 2% 50VDC 0402,80004846,default,,,,,,
P215044D-FJA001,MURATA MANUFACTURING CO LTD,CAP 15PF 2% 50VDC 0402,80004846,default,,,,,,
P215046B-FJAAAA,AGS DEVICES CO,S197 2K13CAP,CERM,15PF,5,80004891,default,,,
P215046B-FJAAAA,ARCADIA COMPONENTS, LLC,S197 2K13CAP,CERM,15PF,5,80004891,default,,
P215046B-FJAAAA,KEMET CORPORATION,S197 2K13CAP,CERM,15PF,5,80004891,default,,,
P215046B-FJAAAD,MURATA MANUFACTURING CO LTD,CAP,CERM,15PF,5%,50V,40,80004846,default,
P215047B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 15PF,10%,50V,C,80004846,default,,,
P215146B-FJA002,DIGI-KEY,CAP-CERM 150PF,5%,50V,R,80004846,default,,,
P215146B-FJA002,MURATA MANUFACTURING CO LTD,CAP-CERM 150PF,5%,50V,R,80004846,default,,,
P215146B-FJAAAA,MURATA MANUFACTURING CO LTD,CAP.COG 0603 T4 150PF,80004846,default,,,,,,
P215146B-FJAAAD,MURATA MANUFACTURING CO LTD,CAP-CERM 150PF,5%,50V,C0,80004846,default,,,
